Product,711_SLIN,Dollar Sales,Unit Sales,711_UPC,UPC 13,UPC 10,Custom US Category,Custom US Sub Category,Custom US National Brand or Private Label,Custom US Manufacturer,Custom US Trademark,Custom US Flavor Bucket,Custom US Flavor,Custom US Price Tier,Custom US Take Home or Single Serve
00028400324427-RUFFLES CHDRSRCR2.5Z,307871,927544,391749,28400324427,28400324421,2840032442,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,RUFFLES,CHEESE,CHEDDAR SOUR CREAM,NON-PERMISSIBLE,SINGLE SERVE
00028400325059-DORITOS NACHO 2.75Z,307890,917473,388430,28400325059,28400325051,2840032505,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,CHEESE,NACHO CHEESE,NON-PERMISSIBLE,SINGLE SERVE
00028400323826-LAYS ORIGINAL 2.625Z,307810,785273,337179,28400323826,28400401491,2840040149,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,REGULAR/CLASSIC/UNFLAVORED,CLASSIC,NON-PERMISSIBLE,SINGLE SERVE
00028400329491-CHEETOS FLMNHT3.25Z,308109,694506,289971,28400329491,28400329491,2840032949,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHEETOS,HOT/SPICY,FLAMIN' HOT,NON-PERMISSIBLE,SINGLE SERVE
00028400325042-DORITOS CLRNCH2.75Z,307888,680385,288562,28400325042,28400325041,2840032504,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,DAIRY,COOL RANCH,NON-PERMISSIBLE,SINGLE SERVE
00028400325073-DORITOS SWTCHL2.75Z,307896,583417,244865,28400325073,28400325071,2840032507,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,HOT/SPICY,SPICY SWEET CHILI,NON-PERMISSIBLE,SINGLE SERVE
00028400331524-CHESTERS HTFRS3.625Z,308050,574637,238472,28400331524,28400331521,2840033152,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHESTERS,HOT/SPICY,FLAMIN' HOT,NON-PERMISSIBLE,SINGLE SERVE
00028400516464-DORITOS NCHCHS9.25Z,301640,560954,94945,28400516464,28400516461,2840051646,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,CHEESE,NACHO CHEESE,NON-PERMISSIBLE,TAKE HOME
00028400331555-FUNYUNS REG 2.125Z,307929,540664,226725,28400331555,28400331551,2840033155,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,FUNYUNS,ONION,ONION,NON-PERMISSIBLE,SINGLE SERVE
00028400331791-SMARTFOOD WHTCHDR2Z,307942,480922,200329,28400331791,28400303571,2840030357,SALTY SNACKS,RTE POPCORN,NATIONAL BRAND,FRITO LAY,SMARTFOOD,CHEESE,WHITE CHEDDAR CHEESE,NON-PERMISSIBLE,SINGLE SERVE
00028400323857-LAYS SALT&VNGR2.625,307813,465695,198647,28400323857,28400323851,2840032385,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,SALT VARIATIONS,SALT AND VINEGAR,NON-PERMISSIBLE,SINGLE SERVE
00028400329125-CHEETOS JUMBOPFS3Z,308117,424299,177552,28400329125,28400329121,2840032912,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHEETOS,CHEESE,CHEESE,NON-PERMISSIBLE,SINGLE SERVE
00028400327282-FRITO HNYBBQTWST3.5Z,308538,392586,165089,28400327282,28400327281,2840032728,SALTY SNACKS,CORN CHIPS,NATIONAL BRAND,FRITO LAY,FRITOS,BBQ,HONEY BARBEQUE,NON-PERMISSIBLE,SINGLE SERVE
00028400325172-DORITOS DNMTCHLLMN4Z,307905,390918,162435,28400325172,28400325171,2840032517,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,HOT/SPICY,CHILE LIMON,NON-PERMISSIBLE,SINGLE SERVE
00028400329453-CHEETOS CRUCHY3.25Z,308063,381116,159935,28400329453,28400329451,2840032945,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHEETOS,CHEESE,CHEESE,NON-PERMISSIBLE,SINGLE SERVE
00028400589895-CHTSCRNCHFLMHT 8.5Z,303379,353478,63514,28400589895,28400589891,2840058989,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHEETOS,HOT/SPICY,FLAMIN' HOT,NON-PERMISSIBLE,TAKE HOME
00028400516310-DORITOS CLRNCH9.25Z,301627,329045,55740,28400516310,28400516311,2840051631,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,DAIRY,COOL RANCH,NON-PERMISSIBLE,TAKE HOME
00028400516914-RUFFLES CHDR&SRCRM8Z,301655,322968,54326,28400516914,28400516911,2840051691,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,RUFFLES,CHEESE,CHEDDAR SOUR CREAM,NON-PERMISSIBLE,TAKE HOME
00028400705691-CHESTERHOTFRIES5.25Z,300551,320621,119551,28400705691,28400705691,2840070569,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHESTERS,HOT/SPICY,FLAMIN' HOT,NON-PERMISSIBLE,TAKE HOME
00028400324205-LAYS BBQ 2.625,307818,305939,130974,28400324205,28400324201,2840032420,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,BBQ,BARBEQUE,NON-PERMISSIBLE,SINGLE SERVE
00028400324212-LAYS SRCRM&ONN2.625Z,307850,291439,125241,28400324212,28400324211,2840032421,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,DAIRY,SOUR CREAM AND ONION,NON-PERMISSIBLE,SINGLE SERVE
00028400516679-DORITOS SWCH&SC9.25Z,301731,287053,48450,28400516679,28400516671,2840051667,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,HOT/SPICY,SPICY SWEET CHILI,NON-PERMISSIBLE,TAKE HOME
00028400325080-DORITOS SPCYNCH2.75Z,307901,283320,119738,28400325080,28400325081,2840032508,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,CHEESE,SPICY NACHO,NON-PERMISSIBLE,SINGLE SERVE
00028400199148-LAYS CHIPS REGULAR 8,302121,266392,56023,28400199148,28400199142,2840019914,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,REGULAR/CLASSIC/UNFLAVORED,CLASSIC,NON-PERMISSIBLE,TAKE HOME
00028400324434-RUFFLES QUESO 2.5Z,307872,257781,108220,28400324434,28400324432,2840032443,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,RUFFLES,CHEESE,QUESO,NON-PERMISSIBLE,SINGLE SERVE
00028400688918-RFFLSFLMHTCHD&SC2.5Z,305176,251225,104982,28400688918,28400688911,2840068891,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,RUFFLES,HOT/SPICY,FLAMIN' HOT CHEDDAR SOUR CREAM,NON-PERMISSIBLE,SINGLE SERVE
00028400331760-SUNCHIP HRVSCHD2.75Z,307940,250891,105218,28400331760,28400331761,2840033176,SALTY SNACKS,WAVY GRAIN CHIPS,NATIONAL BRAND,FRITO LAY,SUNCHIPS,CHEESE,HARVEST CHEDDAR,PERMISSIBLE,SINGLE SERVE
00028400240185-FUNYUNS 6Z,303041,250734,45818,28400240185,28400240181,2840024018,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,FUNYUNS,ONION,ONION,NON-PERMISSIBLE,TAKE HOME
00028400064088-TSTSSCOOPS10Z,300740,241026,41290,28400064088,28400064083,2840006408,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,TOSTITOS,REGULAR/CLASSIC/UNFLAVORED,ORIGINAL,NON-PERMISSIBLE,TAKE HOME
00028400314015-SMARTFOOD WHCH6.8,307980,230364,44637,28400314015,28400314011,2840031401,SALTY SNACKS,RTE POPCORN,NATIONAL BRAND,FRITO LAY,SMARTFOOD,CHEESE,WHITE CHEDDAR CHEESE,NON-PERMISSIBLE,TAKE HOME
00028400697705-DORITOSWTTNGBBQ2.75Z,301382,225286,93412,28400697705,28400697701,2840069770,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,BBQ,SWEET & TANGY BBQ,NON-PERMISSIBLE,SINGLE SERVE
00028400705684-MUNCHOS ORIG 4.25Z,300539,216453,81253,28400705684,28400705681,2840070568,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,MUNCHOS,REGULAR/CLASSIC/UNFLAVORED,REGULAR,NON-PERMISSIBLE,TAKE HOME
00028400589864-CHEETOS CRUNCHY 8.5Z,303378,207072,37249,28400589864,28400589861,2840058986,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHEETOS,CHEESE,CHEESE,NON-PERMISSIBLE,TAKE HOME
00028400323895-LAYS DILLICKL2.625Z,307815,203175,85824,28400323895,28400323891,2840032389,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,CONDIMENT,DILL PICKLE,NON-PERMISSIBLE,SINGLE SERVE
00028400589277-FRTSHNYBBQ9.25Z,303407,202936,36439,28400589277,28400589271,2840058927,SALTY SNACKS,CORN CHIPS,NATIONAL BRAND,FRITO LAY,FRITOS,BBQ,HONEY BARBEQUE,NON-PERMISSIBLE,TAKE HOME
00028400329484-CHEETO CHDRJLPN3.25Z,308107,200765,83758,28400329484,28400329481,2840032948,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHEETOS,HOT/SPICY,CHEDDAR JALAPENO,NON-PERMISSIBLE,SINGLE SERVE
00028400084048-MUNCHIES CHS FIX8Z,300670,188756,50006,28400084048,28400084042,2840008404,SALTY SNACKS,SNACK MIX,NATIONAL BRAND,FRITO LAY,MUNCHIES,CHEESE,CHEESE FIX,NON-PERMISSIBLE,TAKE HOME
00028400327299-FRITOS CHILI CHS3.5Z,308539,177832,75476,28400327299,28400327291,2840032729,SALTY SNACKS,CORN CHIPS,NATIONAL BRAND,FRITO LAY,FRITOS,HERBS & SPICES,CHILI CHEESE,NON-PERMISSIBLE,SINGLE SERVE
00028400329132-CHEETO FLMNHTJMBPF3Z,308118,174397,72771,28400329132,28400329131,2840032913,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHEETOS,HOT/SPICY,FLAMIN' HOT,NON-PERMISSIBLE,SINGLE SERVE
00028400331609-FUNYUNS HOT 2.125Z,307935,172092,71612,28400331609,28400331601,2840033160,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,FUNYUNS,HOT/SPICY,FLAMIN' HOT,NON-PERMISSIBLE,SINGLE SERVE
00028400589291-FRITOS ORIGNAL 9.25Z,303376,169313,30290,28400589291,28400589291,2840058929,SALTY SNACKS,CORN CHIPS,NATIONAL BRAND,FRITO LAY,FRITOS,REGULAR/CLASSIC/UNFLAVORED,ORIGINAL,NON-PERMISSIBLE,TAKE HOME
00028400147392-SUNCHPS HRVSTCHDR 7Z,305165,168889,37955,28400147392,28400147391,2840014739,SALTY SNACKS,WAVY GRAIN CHIPS,NATIONAL BRAND,FRITO LAY,SUNCHIPS,CHEESE,HARVEST CHEDDAR,PERMISSIBLE,TAKE HOME
00028400327305-FRITOS ORIGINAL 3.5Z,308534,167847,71291,28400327305,28400327301,2840032730,SALTY SNACKS,CORN CHIPS,NATIONAL BRAND,FRITO LAY,FRITOS,REGULAR/CLASSIC/UNFLAVORED,ORIGINAL,NON-PERMISSIBLE,SINGLE SERVE
00810607023117-POPCORNERSKETLCORN3Z,305313,165786,69584,8.11E+11,8.11E+11,1060702311,SALTY SNACKS,ALL OTHER SALTY SNACK,NATIONAL BRAND,FRITO LAY,POPCORNERS,SWEET,KETTLE CORN,PERMISSIBLE,SINGLE SERVE
00028400331548-LAYS BAKES REG1.875Z,308051,165151,69841,28400331548,28400331541,2840033154,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,BAKED,REGULAR/CLASSIC/UNFLAVORED,ORIGINAL,PERMISSIBLE,SINGLE SERVE
00028400324458-RUFFLESORIGINAL 2.5Z,307879,164452,69853,28400324458,28400324451,2840032445,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,RUFFLES,REGULAR/CLASSIC/UNFLAVORED,ORIGINAL,NON-PERMISSIBLE,SINGLE SERVE
00028400515733-RUFFLES FLMHTBBQ2.5Z,301550,161497,67904,28400515733,28400515731,2840051573,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,RUFFLES,HOT/SPICY,FLAMIN' HOT BBQ,NON-PERMISSIBLE,SINGLE SERVE
00028400516686-RUFFLES ORIGINAL8.5Z,301735,160821,27123,28400516686,28400516681,2840051668,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,RUFFLES,REGULAR/CLASSIC/UNFLAVORED,ORIGINAL,NON-PERMISSIBLE,TAKE HOME
00028400596688-CHEETOS PUFFS8Z,303408,155352,27865,28400596688,28400596681,2840059668,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHEETOS,CHEESE,CHEESE,NON-PERMISSIBLE,TAKE HOME
00810607023094-POPCORNERS WHTCHDR3Z,309120,153493,64531,8.11E+11,8.11E+11,1060702309,SALTY SNACKS,ALL OTHER SALTY SNACK,NATIONAL BRAND,FRITO LAY,POPCORNERS,CHEESE,WHITE CHEDDAR,PERMISSIBLE,SINGLE SERVE
00028400688772-DORITFLMHTCLRCH2.75Z,305051,151441,63318,28400688772,28400688771,2840068877,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,HOT/SPICY,FLAMIN' HOT COOL RANCH,NON-PERMISSIBLE,SINGLE SERVE
00028400325226-DORITO FLMHTNCH2.75Z,307906,145923,61245,28400325226,28400406931,2840040693,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,HOT/SPICY,FLAMIN' HOT NACHO,NON-PERMISSIBLE,SINGLE SERVE
00028400705721-CHSTRSPFFCRNCHS4.25Z,300572,142674,53565,28400705721,28400705721,2840070572,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHESTERS,CHEESE,CHEESE,NON-PERMISSIBLE,TAKE HOME
00028400516655-DINAMITA CHLLM10.75Z,301724,140716,23713,28400516655,28400516651,2840051665,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,HOT/SPICY,CHILE LIMON,NON-PERMISSIBLE,TAKE HOME
00028400516471-DORITOS SPCYNCH9.25Z,301721,137059,23174,28400516471,28400516471,2840051647,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,CHEESE,SPICY NACHO,NON-PERMISSIBLE,TAKE HOME
00028400200608-LAYS SLT&VNGR 7.75Z,302189,133439,28036,28400200608,28400200601,2840020060,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,SALT VARIATIONS,SALT AND VINEGAR,NON-PERMISSIBLE,TAKE HOME
00028400043809-WAVY LAYSREG,301843,124905,26350,28400043809,28400043801,2840004380,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,REGULAR/CLASSIC/UNFLAVORED,ORIGINAL,NON-PERMISSIBLE,TAKE HOME
00028400589888-CHTSCRNCHYCHDJA8.5Z,300089,112188,20065,28400589888,28400589881,2840058988,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHEETOS,HOT/SPICY,CHEDDAR JALAPENO,NON-PERMISSIBLE,TAKE HOME
00028400331203-SMPLYCHTSWHCHDPF2.5Z,308023,106939,44992,28400331203,28400331201,2840033120,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,SIMPLY,CHEESE,WHITE CHEDDAR,PERMISSIBLE,SINGLE SERVE
00028400305907-CHTOSFLMNHTPPCRN2Z,307647,101009,42147,28400305907,28400305901,2840030590,SALTY SNACKS,RTE POPCORN,NATIONAL BRAND,FRITO LAY,CHEETOS,HOT/SPICY,FLAMIN' HOT,NON-PERMISSIBLE,SINGLE SERVE
00028400517997-TOSTITOS RSTSTL12Z,301715,100519,17075,28400517997,28400517991,2840051799,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,TOSTITOS,REGULAR/CLASSIC/UNFLAVORED,ORIGINAL,NON-PERMISSIBLE,TAKE HOME
00028400199636-LAYS SOUR CREAM & ON,302090,94977,19976,28400199636,28400199631,2840019963,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,DAIRY,SOUR CREAM AND ONION,NON-PERMISSIBLE,TAKE HOME
00028400199612-LAYS CHIPS BBQ 7.75Z,301949,93988,19778,28400199612,28400199612,2840019961,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,BBQ,BARBEQUE,NON-PERMISSIBLE,TAKE HOME
00028400632867-LAYS WVYFNYN2.625Z,303773,93970,40137,28400632867,28400632861,2840063286,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,ONION,FUNYUNS ONION,NON-PERMISSIBLE,SINGLE SERVE
00028400324472-RUFFLES FLAMINHT2.5Z,307820,88896,37075,28400324472,28400324471,2840032447,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,RUFFLES,HOT/SPICY,FLAMIN' HOT,NON-PERMISSIBLE,SINGLE SERVE
00028400589284-FRTSCHILICHS9.25Z,303375,77247,13729,28400589284,28400589281,2840058928,SALTY SNACKS,CORN CHIPS,NATIONAL BRAND,FRITO LAY,FRITOS,HERBS & SPICES,CHILI CHEESE,NON-PERMISSIBLE,TAKE HOME
00028400700085-CHEETOS MN CAN3.625Z,302604,75467,21089,28400700085,28400700081,2840070008,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,MINIS,CHEESE,CHEDDAR,NON-PERMISSIBLE,TAKE HOME
00028400700016-DORITOS NCHMNC5.125Z,302544,74123,20813,28400700016,28400700011,2840070001,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,MINIS,CHEESE,NACHO CHEESE,NON-PERMISSIBLE,TAKE HOME
00028400636414-FRITOS BBQ 3.5Z,302811,72807,30854,28400636414,28400636411,2840063641,SALTY SNACKS,CORN CHIPS,NATIONAL BRAND,FRITO LAY,FRITOS,BBQ,BARBEQUE,NON-PERMISSIBLE,SINGLE SERVE
00028400700108-CHTS FLHTMNCN3.625Z,302565,70916,19383,28400700108,28400700101,2840070010,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,MINIS,HOT/SPICY,FLAMIN' HOT,NON-PERMISSIBLE,TAKE HOME
00028400047685-ROLDGOLDTINYTWST16Z,302979,67814,17040,28400047685,28400047682,2840004768,SALTY SNACKS,PRETZELS,NATIONAL BRAND,FRITO LAY,ROLD GOLD,REGULAR/CLASSIC/UNFLAVORED,ORIGINAL,NON-PERMISSIBLE,TAKE HOME
00028400329460-CHEETO XXTRFLHT3.25Z,308113,64776,27356,28400329460,28400329461,2840032946,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHEETOS,HOT/SPICY,XXTRA FLAMIN' HOT,NON-PERMISSIBLE,SINGLE SERVE
00028400697354-DORITOS BBQ 9.25Z,300296,62876,10540,28400697354,28400697351,2840069735,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,BBQ,SWEET & TANGY BBQ,NON-PERMISSIBLE,TAKE HOME
00028400700061-DRTS CLRNMNC5.125Z,302608,61626,16948,28400700061,28400700061,2840070006,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,MINIS,DAIRY,COOL RANCH,NON-PERMISSIBLE,TAKE HOME
00028400589321-FRITO SCOOPS 9.25Z,303377,58144,10387,28400589321,28400589321,2840058932,SALTY SNACKS,CORN CHIPS,NATIONAL BRAND,FRITO LAY,FRITOS,REGULAR/CLASSIC/UNFLAVORED,REGULAR,NON-PERMISSIBLE,TAKE HOME
00028400436182-MUNCHIES CHSFIX3Z,303191,54900,22972,28400436182,28400436181,2840043618,SALTY SNACKS,SNACK MIX,NATIONAL BRAND,FRITO LAY,MUNCHIES,CHEESE,CHEESE FIX,NON-PERMISSIBLE,SINGLE SERVE
00810607023100-POPCORNERS SEASALT3Z,309119,53063,21967,8.11E+11,8.11E+11,1060702310,SALTY SNACKS,ALL OTHER SALTY SNACK,NATIONAL BRAND,FRITO LAY,POPCORNERS,REGULAR/CLASSIC/UNFLAVORED,SEA SALT,PERMISSIBLE,SINGLE SERVE
00028400324236-LAYS LIMON 2.625,307854,52266,21752,28400324236,28400401581,2840040158,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,HOT/SPICY,LIMON,NON-PERMISSIBLE,SINGLE SERVE
00028400183826-FL BKDLAYSORIG6.25Z,300600,51309,11969,28400183826,28400183822,2840018382,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,BAKED,REGULAR/CLASSIC/UNFLAVORED,ORIGINAL,PERMISSIBLE,TAKE HOME
00028400091565-LAYS CLASSICLSS 1.5Z,303257,50299,36325,28400091565,28400236491,2840023649,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,REGULAR/CLASSIC/UNFLAVORED,CLASSIC,NON-PERMISSIBLE,SINGLE SERVE
00028400329507-CHEETOS HTLMN3.25Z,308114,50250,20768,28400329507,28400329501,2840032950,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHEETOS,HOT/SPICY,FLAMIN' HOT LIMON,NON-PERMISSIBLE,SINGLE SERVE
00028400306980-DORITOSFLMNHTLM2.75Z,307646,49805,20663,28400306980,28400306981,2840030698,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,HOT/SPICY,FLAMIN' HOT LIMON,NON-PERMISSIBLE,SINGLE SERVE
00028400331814-BKDCHTO FLMNHT2.75Z,308062,49354,20620,28400331814,28400331811,2840033181,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,BAKED,HOT/SPICY,FLAMIN' HOT,PERMISSIBLE,SINGLE SERVE
00028400323888-LAYS SWEET BBQ2.625Z,307812,47860,20466,28400323888,28400323881,2840032388,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,BBQ,SWEET SOUTHERN HEAT BARBEQUE,NON-PERMISSIBLE,SINGLE SERVE
00028400705769-SANTITASWHT CRN 11Z,300616,47785,17940,28400705769,28400705761,2840070576,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,SANTITAS,REGULAR/CLASSIC/UNFLAVORED,ORIGINAL,NON-PERMISSIBLE,TAKE HOME
00028400688932-XXVLCHTSCHRPPCRN2.0Z,305099,46222,18765,28400688932,28400688931,2840068893,SALTY SNACKS,RTE POPCORN,NATIONAL BRAND,FRITO LAY,CHEETOS,HOT/SPICY,CHEDDAR JALAPENO,NON-PERMISSIBLE,SINGLE SERVE
00028400070560-DRITOSNCHCHSLSS1.75Z,303266,43628,31431,28400070560,28400070561,2840007056,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,CHEESE,NACHO CHEESE,NON-PERMISSIBLE,SINGLE SERVE
00028400172516-CRACKRJCKPPCRN4.125Z,305047,43407,17902,28400172516,28400172512,2840017251,SALTY SNACKS,RTE POPCORN,NATIONAL BRAND,FRITO LAY,CRACKER JACK,SWEET,CARAMEL PEANUT,NON-PERMISSIBLE,SINGLE SERVE
00028400719544-DTSHTMSTDXXVLLTO2.8Z,303700,42163,17188,28400719544,28400719541,2840071954,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,HOT/SPICY,HOT MUSTARD,NON-PERMISSIBLE,SINGLE SERVE
00028400201285-LAYS DILLPICKLE7.75Z,304618,40725,8579,28400201285,28400201282,2840020128,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,LAYS,CONDIMENT,DILL PICKLE,NON-PERMISSIBLE,TAKE HOME
00028400305891-CHEETOS CHDRPPCRN2Z,307648,40678,17111,28400305891,28400471381,2840047138,SALTY SNACKS,RTE POPCORN,NATIONAL BRAND,FRITO LAY,CHEETOS,CHEESE,CHEDDAR,NON-PERMISSIBLE,SINGLE SERVE
00028400360999-ROLDGOLD CLSCTHN3.5Z,308017,39527,17049,28400360999,28400360991,2840036099,SALTY SNACKS,PRETZELS,NATIONAL BRAND,FRITO LAY,ROLD GOLD,REGULAR/CLASSIC/UNFLAVORED,ORIGINAL,NON-PERMISSIBLE,SINGLE SERVE
00028400002912-RFFLSCHDDRSCOLSS1.5Z,303270,38960,28114,28400002912,28400482291,2840048229,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,RUFFLES,CHEESE,CHEDDAR SOUR CREAM,NON-PERMISSIBLE,SINGLE SERVE
00028400694469-RUFFDBCRSLTVNG2.375Z,306298,37811,15192,28400694469,28400694461,2840069446,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,RUFFLES,SALT VARIATIONS,SALT AND VINEGAR,NON-PERMISSIBLE,SINGLE SERVE
00028400327367-FRITOS TURBOSFLMS4Z,308541,37753,15566,28400327367,28400327361,2840032736,SALTY SNACKS,CORN CHIPS,NATIONAL BRAND,FRITO LAY,SABRITAS,HOT/SPICY,TURBOS FLAMAS,NON-PERMISSIBLE,SINGLE SERVE
00028400719520-DTSTGYKCPXXVLLTO2.8Z,303703,37352,15272,28400719520,28400719521,2840071952,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,CONDIMENT,TANGY KETCHUP,NON-PERMISSIBLE,SINGLE SERVE
00028400712439-CHTSFLHTCHFNXXVL3.3Z,302486,35467,14478,28400712439,28400712431,2840071243,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHEETOS,HOT/SPICY,FLAMIN' HOT TANGY CHILI FUSION,NON-PERMISSIBLE,SINGLE SERVE
00028400688765-DORITFLMHTCLRCH9.25Z,305052,33427,5666,28400688765,28400688761,2840068876,SALTY SNACKS,TORTILLA CHIPS,NATIONAL BRAND,FRITO LAY,DORITOS,HOT/SPICY,FLAMIN' HOT COOL RANCH,NON-PERMISSIBLE,TAKE HOME
00028400655330-XXVLCHTSMXNSTCN3.25Z,305093,32872,13737,28400655330,28400655331,2840065533,SALTY SNACKS,CURLS AND PUFFS,NATIONAL BRAND,FRITO LAY,CHEETOS,DAIRY,MEXICAN STREET CORN,NON-PERMISSIBLE,SINGLE SERVE
00028400688901-RUFFLES FLMHTCHDSC8Z,305167,32772,5556,28400688901,28400688901,2840068890,SALTY SNACKS,POTATO CHIPS,NATIONAL BRAND,FRITO LAY,RUFFLES,HOT/SPICY,FLAMIN' HOT CHEDDAR SOUR CREAM,NON-PERMISSIBLE,TAKE HOME
