Geography,Retailer Store Number,Banner Name,TDLinx,Speedway Store ID ,Street Address,City,State Code,County,ZIP Code,Latitude,Longitude,DXID
45397 2340 EAST WHEELING AVENUE CAMBRIDGE OH 43725,45397,Speedway ,442717,5120,2340 EAST WHEELING AVENUE,CAMBRIDGE,OH,GUERNSEY              ,43725,40.0278,-81.5667,99AVM3X
45521 1199 SMILEY RD FOREST PARK OH 45240,45521,Speedway ,1436920,9176,1199 SMILEY RD           ,FOREST PARK,OH,HAMILTON              ,45240,39.29504,-84.52347,999D7L6
45595 7300 HAMILTON AVENUE MOUNT HEALTHY OH 45231,45595,Speedway ,218534,9585,7300 HAMILTON AVENUE     ,MOUNT HEALTHY,OH,HAMILTON              ,45231,39.22793,-84.54804,99AIO0X
45350 5902 MILAN ROAD SANDUSKY OH 44870,45350,Speedway ,445900,3667,5902 MILAN ROAD          ,SANDUSKY,OH,ERIE                  ,44870,41.3987,-82.6541,999NACK
45627 3131 TUSCARAWAS STREET W CANTON OH 44708,45627,Speedway ,63864,9758,3131 TUSCARAWAS STREET W ,CANTON,OH,STARK                 ,44708,40.7986,-81.4103,999QRAT
45602 4511 PLEASANT AVENUE FAIRFIELD OH 45014,45602,Speedway ,272846,9609,4511 PLEASANT AVENUE     ,FAIRFIELD,OH,BUTLER                ,45014,39.3529,-84.5592,999QRAI
45621 1351 DELAWARE AVENUE MARION OH 43302,45621,Speedway ,272785,9733,1351 DELAWARE AVENUE     ,MARION,OH,MARION                ,43302,40.56413,-83.12034,999X4HX
45381 7881 EAST MAIN STREET REYNOLDSBURG OH 43068,45381,Speedway ,1977603,4487,7881 EAST MAIN STREET    ,REYNOLDSBURG,OH,FRANKLIN              ,43068,39.9551,-82.7872,9999MXS
45424 1922 WEST LASKEY ROAD TOLEDO OH 43613,45424,Speedway ,445990,5269,1922 WEST LASKEY ROAD    ,TOLEDO,OH,LUCAS                 ,43613,41.707,-83.5913,999QRF0
45434 720 US HIGHWAY 42 NE LONDON OH 43140,45434,Speedway ,445216,5360,720 US HIGHWAY 42 NE     ,LONDON,OH,MADISON               ,43140,39.94999,-83.38297,999QPRZ
45379 2040 NORTH BECHTLE AVENUE SPRINGFIELD OH 45504,45379,Speedway ,2177648,4131,2040 NORTH BECHTLE AVENUE,SPRINGFIELD,OH,CLARK                 ,45504,39.9518,-83.8291,99BQZ0D
45582 3450 TYLERSVILLE ROAD HAMILTON OH 45011,45582,Speedway ,1597165,9390,3450 TYLERSVILLE ROAD    ,HAMILTON,OH,BUTLER                ,45011,39.36366,-84.50523,99AWXIT
45467 1295 E 2ND ST FRANKLIN OH 45005,45467,Speedway ,1609045,7409,1295 E 2ND ST            ,FRANKLIN,OH,WARREN                ,45005,39.56396,-84.27779,99CG3GW
45620 360 MIAMISBURG CENTERVILL DAYTON OH 45459,45620,Speedway ,519240,9731,360 MIAMISBURG CENTERVILL,DAYTON,OH,MONTGOMERY            ,45459,39.6275,-84.17,999BPPQ
47129 4455 SUNSET BOULEVARD STEUBENVILLE OH 43952,47129,Speedway ,446321,9248,4455 SUNSET BOULEVARD    ,STEUBENVILLE,OH,JEFFERSON             ,43952,40.37247,-80.6833,99AILHE
45406 2691 SPRINGDALE ROAD CINCINNATI OH 45231,45406,Speedway ,442746,5218,2691 SPRINGDALE ROAD     ,CINCINNATI,OH,HAMILTON              ,45231,39.2577,-84.573,999GY6B
47193 1261 EAST CENTRAL AVENUE MIAMISBURG OH 45342,47193,Speedway ,446315,9697,1261 EAST CENTRAL AVENUE ,MIAMISBURG,OH,MONTGOMERY            ,45342,39.6407,-84.2665,99APME1
45534 1012 EAST CANAL STREET NELSONVILLE OH 45764,45534,Speedway ,322600,9224,1012 EAST CANAL STREET   ,NELSONVILLE,OH,ATHENS                ,45764,39.4503,-82.2204,999X3UU
45222 51 WEST MAIN STREET AMELIA OH 45102,45222,Speedway ,202213,1183,51 WEST MAIN STREET      ,AMELIA,OH,CLERMONT              ,45102,39.0302,-84.2204,999QSPH
45433 1367 E DAYTON YELLOW SPRS FAIRBORN OH 45324,45433,Speedway ,2599406,5333,1367 E DAYTON YELLOW SPRS,FAIRBORN,OH,GREENE                ,45324,39.7848,-83.9898,99BY3WQ
45428 1556 HUFFMAN AVENUE DAYTON OH 45403,45428,Speedway ,442790,5286,1556 HUFFMAN AVENUE      ,DAYTON,OH,MONTGOMERY            ,45403,39.7574,-84.1388,999BPLS
45495 9749 HAZELTON ETNA RD SW PATASKALA OH 43062,45495,Speedway ,1632978,8600,9749 HAZELTON ETNA RD SW ,PATASKALA,OH,LICKING               ,43062,39.9521,-82.6821,999QSV7
45552 1711 HILL ROAD NORTH PICKERINGTON OH 43147,45552,Speedway ,480248,9271,1711 HILL ROAD NORTH     ,PICKERINGTON,OH,FAIRFIELD             ,43147,39.92787,-82.78819,999BPGY
45437 461 OXFORD STATE ROAD MIDDLETOWN OH 45044,45437,Speedway ,445238,5405,461 OXFORD STATE ROAD    ,MIDDLETOWN,OH,BUTLER                ,45044,39.4812,-84.4205,9999MX7
45581 3521 HEBRON ROAD HEBRON OH 43025,45581,Speedway ,903367,9385,3521 HEBRON ROAD         ,HEBRON,OH,LICKING               ,43025,39.98022,-82.48511,999BPHL
45334 3601 LINCOLN WAY EAST MASSILLON OH 44646,45334,Speedway ,151456,3628,3601 LINCOLN WAY EAST    ,MASSILLON,OH,STARK                 ,44646,40.7943,-81.4645,999X253
45419 2001 TIFFIN AVENUE FINDLAY OH 45840,45419,Speedway ,445104,5263,2001 TIFFIN AVENUE       ,FINDLAY,OH,HANCOCK               ,45840,41.054,-83.6053,999BPLN
45409 635 EAST WEBER ROAD COLUMBUS OH 43211,45409,Speedway ,442782,5235,635 EAST WEBER ROAD      ,COLUMBUS,OH,FRANKLIN              ,43211,40.0238,-82.996,9999MX2
45535 6005 WINCHESTER ROAD CARROLL OH 43112,45535,Speedway ,322597,9226,6005 WINCHESTER ROAD     ,CARROLL,OH,FAIRFIELD             ,43112,39.7998,-82.7088,999BPH9
47191 11620 HAMILTON AVENUE CINCINNATI OH 45231,47191,Speedway ,446292,9693,11620 HAMILTON AVENUE    ,CINCINNATI,OH,HAMILTON              ,45231,39.29304,-84.56379,999LB7F
45261 5571 COLERAIN AVENUE CINCINNATI OH 45239,45261,Speedway ,593451,1547,5571 COLERAIN AVENUE     ,CINCINNATI,OH,HAMILTON              ,45239,39.1931,-84.5727,99AU2B5
45457 201 WAGNER AVENUE GREENVILLE OH 45331,45457,Speedway ,445167,6327,201 WAGNER AVENUE        ,GREENVILLE,OH,DARKE                 ,45331,40.1107,-84.6222,999QSFP
45550 290 BOWEN ROAD CANAL WINCHESTER OH 43110,45550,Speedway ,480244,9269,290 BOWEN ROAD           ,CANAL WINCHESTER,OH,FAIRFIELD             ,43110,39.8517,-82.8046,999X4HW
45411 1000 WEST MAIN STREET TIPP CITY OH 45371,45411,Speedway ,445987,5237,1000 WEST MAIN STREET    ,TIPP CITY,OH,MIAMI                 ,45371,39.9606,-84.1871,99APOQI
45538 100 NORTH 7TH STREET MARIETTA OH 45750,45538,Speedway ,65843,9236,100 NORTH 7TH STREET     ,MARIETTA,OH,WASHINGTON            ,45750,39.4157,-81.4444,999C35K
45183 3 EAST NORTH BEND ROAD CINCINNATI OH 45216,45183,Speedway ,442738,1026,3 EAST NORTH BEND ROAD   ,CINCINNATI,OH,HAMILTON              ,45216,39.19661,-84.47728,999QSPC
45284 4111 LINCOLN STREET EAST CANTON OH 44730,45284,Speedway ,1578963,3362,4111 LINCOLN STREET EAST ,CANTON,OH,STARK                 ,44730,40.7892,-81.3195,999QQBR
45605 3000 WEST ALEX BELL ROAD DAYTON OH 45449,45605,Speedway ,272867,9630,3000 WEST ALEX BELL ROAD ,DAYTON,OH,MONTGOMERY            ,45449,39.6727,-84.2221,999BPHR
45317 1127 NORTH TUSCARAWAS AVE DOVER OH 44622,45317,Speedway ,445082,3557,1127 NORTH TUSCARAWAS AVE,DOVER,OH,TUSCARAWAS            ,44622,40.52734,-81.49141,999CWPS
47135 1700 HILLIARD ROME ROAD COLUMBUS OH 43026,47135,Speedway ,519233,9298,1700 HILLIARD ROME ROAD  ,COLUMBUS,OH,FRANKLIN              ,43026,39.9858,-83.1508,99BKAL8
45554 296 COUNTY ROAD 410 SOUTH POINT OH 45680,45554,Speedway ,480256,9284,296 COUNTY ROAD 410      ,SOUTH POINT,OH,LAWRENCE              ,45680,38.4132,-82.5219,999A6ZL
45520 4162 LYNN ROAD RAVENNA OH 44266,45520,Speedway ,272824,9175,4162 LYNN ROAD           ,RAVENNA,OH,PORTAGE               ,44266,41.11089,-81.24337,999QR9L
45415 818 NORTH MARKET STREET TROY OH 45373,45415,Speedway ,446087,5249,818 NORTH MARKET STREET  ,TROY,OH,MIAMI                 ,45373,40.04952,-84.19478,999BPLK
45448 861 DOVER ROAD NORTHEAST SUGARCREEK OH 44681,45448,Speedway ,958968,6238,861 DOVER ROAD NORTHEAST ,SUGARCREEK,OH,TUSCARAWAS            ,44681,40.5086,-81.6231,99BPA78
45587 74 WEST MAIN STREET NEW LEBANON OH 45345,45587,Speedway ,65163,9560,74 WEST MAIN STREET      ,NEW LEBANON,OH,MONTGOMERY            ,45345,39.7455,-84.3875,99AQ5H9
45226 14155 AIRPORT HIGHWAY SWANTON OH 43558,45226,Speedway ,235054,1192,14155 AIRPORT HIGHWAY    ,SWANTON,OH,LUCAS                 ,43558,41.58076,-83.8801,999BPMT
45593 124 EAST GALBRAITH ROAD CINCINNATI OH 45216,45593,Speedway ,218532,9581,124 EAST GALBRAITH ROAD  ,CINCINNATI,OH,HAMILTON              ,45216,39.2124,-84.4682,999QRB6
45533 110 SOUTH BEVER STREET WOOSTER OH 44691,45533,Speedway ,322646,9219,110 SOUTH BEVER STREET   ,WOOSTER,OH,WAYNE                 ,44691,40.7985,-81.9366,999QSPU
45236 6399 REFUGEE ROAD CANAL WINCHESTER OH 43110,45236,Speedway ,3694598,1204,6399 REFUGEE ROAD        ,CANAL WINCHESTER,OH,FAIRFIELD             ,43110,39.9106,-82.8244,999NAEH
45273 26516 LORAIN ROAD NORTH OLMSTED OH 44070,45273,Speedway ,218026,3309,26516 LORAIN ROAD        ,NORTH OLMSTED,OH,CUYAHOGA              ,44070,41.419,-81.9158,99AVVGT
45606 595 WEST PLANE STREET BETHEL OH 45106,45606,Speedway ,446290,9631,595 WEST PLANE STREET    ,BETHEL,OH,CLERMONT              ,45106,38.9639,-84.0877,999K62R
45395 12184 MASON RD CINCINNATI OH 45249,45395,Speedway ,444887,5110,12184 MASON RD           ,CINCINNATI,OH,HAMILTON              ,45249,39.2923,-84.3155,99BW5EH
45212 4504 MAHONING AVENUE NW WARREN OH 44483,45212,Speedway ,446138,1163,4504 MAHONING AVENUE NW  ,WARREN,OH,TRUMBULL              ,44483,41.2824,-80.8443,999BLEW
43023 708 BOARDMAN-CANFIELD RD BOARDMAN OH 44512,43023,Speedway ,NULL,1613,708 BOARDMAN-CANFIELD RD ,BOARDMAN,OH,MAHONING              ,44512,41.02498,-80.68234,99D933N
45623 814 FARSON STREET BELPRE OH 45714,45623,Speedway ,65827,9743,814 FARSON STREET        ,BELPRE,OH,WASHINGTON            ,45714,39.2838,-81.6107,999BPHK
45466 10789 MARKET STREET NORTH LIMA OH 44452,45466,Speedway ,7552343,7391,10789 MARKET STREET      ,NORTH LIMA,OH,MAHONING              ,44452,40.96135,-80.65886,99D09UX
45393 621 OLD STATE ROUTE 74 MOUNT CARMEL OH 45244,45393,Speedway ,515202,5098,621 OLD STATE ROUTE 74   ,MOUNT CARMEL,OH,HAMILTON              ,45244,39.1045,-84.2916,99ASKKK
45202 502 CONANT STREET MAUMEE OH 43537,45202,Speedway ,445230,1140,502 CONANT STREET        ,MAUMEE,OH,LUCAS                 ,43537,41.56425,-83.65407,999BPN8
45529 1 COLUMBUS ROAD MOUNT VERNON OH 43050,45529,Speedway ,322632,9193,1 COLUMBUS ROAD          ,MOUNT VERNON,OH,KNOX                  ,43050,40.3877,-82.4865,999X22B
45201 102 WEST HIGH STREET LONDON OH 43140,45201,Speedway ,445215,1137,102 WEST HIGH STREET     ,LONDON,OH,MADISON               ,43140,39.8846,-83.4506,999QT1N
45239 5050 FULTON DRIVE NW CANTON OH 44718,45239,Speedway ,151379,1207,5050 FULTON DRIVE NW     ,CANTON,OH,STARK                 ,44718,40.849,-81.4438,999X228
45333 2132 WEST 4TH STREET ONTARIO OH 44906,45333,Speedway ,138655,3624,2132 WEST 4TH STREET     ,ONTARIO,OH,RICHLAND              ,44906,40.7726,-82.5909,999QQB9
45597 525 EAST MAIN STREET WEST UNION OH 45693,45597,Speedway ,218513,9597,525 EAST MAIN STREET     ,WEST UNION,OH,ADAMS                 ,45693,38.7944,-83.5402,999MCTM
46778 1455 BRUSH ROW ROAD WILBERFORCE OH 45384,46778,Speedway ,2259592,5839,1455 BRUSH ROW ROAD      ,WILBERFORCE,OH,GREENE                ,45384,39.713,-83.8774,99BW1DB
45548 202 MARION PIKE COAL GROVE OH 45638,45548,Speedway ,480242,9266,202 MARION PIKE          ,COAL GROVE,OH,LAWRENCE              ,45638,38.49952,-82.65175,999X4HT
45322 631 NORTH CABLE ROAD LIMA OH 45805,45322,Speedway ,218124,3609,631 NORTH CABLE ROAD     ,LIMA,OH,ALLEN                 ,45805,40.74821,-84.14736,99ABX87
45199 6385 CHAMBERSBURG ROAD HUBER HEIGHTS OH 45424,45199,Speedway ,151358,1131,6385 CHAMBERSBURG ROAD   ,HUBER HEIGHTS,OH,MONTGOMERY            ,45424,39.8471,-84.1144,999BPN1
45203 901 SOUTH MAIN STREET CENTERVILLE OH 45458,45203,Speedway ,618523,1143,901 SOUTH MAIN STREET    ,CENTERVILLE,OH,MONTGOMERY            ,45458,39.6134,-84.1607,99B1HE6
45327 5904 WEST CENTRAL AVENUE TOLEDO OH 43615,45327,Speedway ,446030,3615,5904 WEST CENTRAL AVENUE ,TOLEDO,OH,LUCAS                 ,43615,41.6766,-83.6832,999NGZQ
45209 1625 S DAYTON LAKEVIEW RD NEW CARLISLE OH 45344,45209,Speedway ,445248,1157,1625 S DAYTON LAKEVIEW RD,NEW CARLISLE,OH,CLARK                 ,45344,39.8936,-84.0476,999QP5A
45508 4901 EAST MAIN STREET COLUMBUS OH 43213,45508,Speedway ,272743,9151,4901 EAST MAIN STREET    ,COLUMBUS,OH,FRANKLIN              ,43213,39.9546,-82.8668,99ASOMY
45254 4305 WEST SYLVANIA AVENUE TOLEDO OH 43623,45254,Speedway ,620630,1401,4305 WEST SYLVANIA AVENUE,TOLEDO,OH,LUCAS                 ,43623,41.69096,-83.64519,9999MXQ
45536 1026 JACKSON PIKE GALLIPOLIS OH 45631,45536,Speedway ,446306,9232,1026 JACKSON PIKE        ,GALLIPOLIS,OH,GALLIA                ,45631,38.8429,-82.2534,99APQPP
45635 712 NORTH LEAVITT ROAD AMHERST OH 44001,45635,Speedway ,480249,9975,712 NORTH LEAVITT ROAD   ,AMHERST,OH,LORAIN                ,44001,41.41628,-82.2097,999QR99
45541 449 EAST MAIN STREET JACKSON OH 45640,45541,Speedway ,65755,9239,449 EAST MAIN STREET     ,JACKSON,OH,JACKSON               ,45640,39.0484,-82.6327,9999MY3
45354 3021 SOUTH ARLINGTON ROAD AKRON OH 44312,45354,Speedway ,151450,3673,3021 SOUTH ARLINGTON ROAD,AKRON,OH,SUMMIT                ,44312,40.9894,-81.4922,99AVNV5
46166 225 LANCASTER PIKE CIRCLEVILLE OH 43113,46166,Speedway ,177663,1402,225 LANCASTER PIKE       ,CIRCLEVILLE,OH,PICKAWAY              ,43113,39.6,-82.9294,999X3IR
45231 711 READING ROAD MASON OH 45040,45231,Speedway ,1431382,1199,711 READING ROAD         ,MASON,OH,WARREN                ,45040,39.3513,-84.3226,99BTPPO
45313 2615 NORTH WEST STREET LIMA OH 45801,45313,Speedway ,445206,3548,2615 NORTH WEST STREET   ,LIMA,OH,ALLEN                 ,45801,40.77581,-84.10913,9999MXX
45376 22251 EUCLID AVENUE EUCLID OH 44117,45376,Speedway ,1524001,4043,22251 EUCLID AVENUE      ,EUCLID,OH,CUYAHOGA              ,44117,41.5727,-81.5264,99ABXFL
45196 3901 NORTH DIXIE DRIVE DAYTON OH 45414,45196,Speedway ,442799,1091,3901 NORTH DIXIE DRIVE   ,DAYTON,OH,MONTGOMERY            ,45414,39.8017,-84.1951,999X3U2
45382 522 ERIE STREET NORTH MASSILLON OH 44646,45382,Speedway ,496989,4527,522 ERIE STREET NORTH    ,MASSILLON,OH,STARK                 ,44646,40.8008,-81.5247,99B7DCM
45193 6537 GLENWAY AVENUE CINCINNATI OH 45211,45193,Speedway ,442739,1083,6537 GLENWAY AVENUE      ,CINCINNATI,OH,HAMILTON              ,45211,39.1543,-84.6287,999QT1G
45493 333 WEST MAIN STREET XENIA OH 45385,45493,Speedway ,1579695,8584,333 WEST MAIN STREET     ,XENIA,OH,GREENE                ,45385,39.6842,-83.9356,999HYYC
45630 1103 MORSE ROAD COLUMBUS OH 43229,45630,Speedway ,60435,9770,1103 MORSE ROAD          ,COLUMBUS,OH,FRANKLIN              ,43229,40.06093,-82.99377,999BPHS
45518 5619 COLUMBUS PIKE LEWIS CENTER OH 43035,45518,Speedway ,272821,9171,5619 COLUMBUS PIKE       ,LEWIS CENTER,OH,DELAWARE              ,43035,40.2146,-83.0329,999MCWQ
45468 10915 NEW HAVEN ROAD HARRISON OH 45030,45468,Speedway ,247698,7560,10915 NEW HAVEN ROAD     ,HARRISON,OH,HAMILTON              ,45030,39.2598,-84.8004,999QSUD
45422 5000 NORTH MAIN STREET DAYTON OH 45415,45422,Speedway ,442805,5266,5000 NORTH MAIN STREET   ,DAYTON,OH,MONTGOMERY            ,45415,39.8133,-84.2275,99ASJUG
45380 7860 EAST BROAD STREET BLACKLICK OH 43004,45380,Speedway ,2577617,4275,7860 EAST BROAD STREET   ,BLACKLICK,OH,FRANKLIN              ,43004,39.9854,-82.7931,99BX8Y0
45470 2726 DOVER CENTER RD WESTLAKE OH 44145,45470,Speedway ,7029164,7690,2726 DOVER CENTER RD     ,WESTLAKE,OH,CUYAHOGA              ,44145,41.4489,-81.923,99CFZU5
45221 1802 NORTH CLINTON STREET DEFIANCE OH 43512,45221,Speedway ,202211,1182,1802 NORTH CLINTON STREET,DEFIANCE,OH,DEFIANCE              ,43512,41.3051,-84.361,999BPMN
45588 1020 EAST DOROTHY LANE KETTERING OH 45419,45588,Speedway ,446310,9565,1020 EAST DOROTHY LANE   ,KETTERING,OH,MONTGOMERY            ,45419,39.7037,-84.1489,999BPQ9
45559 2001 SHILOH SPRINGS ROAD DAYTON OH 45426,45559,Speedway ,702366,9300,2001 SHILOH SPRINGS ROAD ,DAYTON,OH,MONTGOMERY            ,45426,39.8193,-84.2742,999LCBF
45331 5230 DETROIT ROAD SHEFFIELD OH 44035,45331,Speedway ,177455,3622,5230 DETROIT ROAD        ,SHEFFIELD,OH,LORAIN                ,44035,41.4254,-82.0792,999QQBB
45385 8210 PIPPIN ROAD NORTH COLLEGE HILL OH 45239,45385,Speedway ,445242,5071,8210 PIPPIN ROAD         ,NORTH COLLEGE HILL,OH,HAMILTON              ,45239,39.2195,-84.5729,99B7GK5
45351 6601 MONROE STREET SYLVANIA OH 43560,45351,Speedway ,445982,3670,6601 MONROE STREET       ,SYLVANIA,OH,LUCAS                 ,43560,41.71531,-83.70372,999BPLE
45219 4494 KENNY ROAD COLUMBUS OH 43220,45219,Speedway ,202209,1180,4494 KENNY ROAD          ,COLUMBUS,OH,FRANKLIN              ,43220,40.0505,-83.0494,999Y9OR
45227 4240 MORSE ROAD COLUMBUS OH 43230,45227,Speedway ,235065,1193,4240 MORSE ROAD          ,COLUMBUS,OH,FRANKLIN              ,43230,40.0575,-82.8988,999BPHS
45626 5040 SOUTH WALNUT STREET SOUTH BLOOMFIELD OH 43103,45626,Speedway ,59764,9756,5040 SOUTH WALNUT STREET ,SOUTH BLOOMFIELD,OH,PICKAWAY              ,43103,39.7159,-82.9867,999M6IX
45266 2735 COLUMBUS LANCASTERNW LANCASTER OH 43130,45266,Speedway ,1637827,2356,2735 COLUMBUS LANCASTERNW,LANCASTER,OH,FAIRFIELD             ,43130,39.7466,-82.6522,999QQ6Q
45571 1224 EAST STROOP ROAD KETTERING OH 45429,45571,Speedway ,702367,9342,1224 EAST STROOP ROAD    ,KETTERING,OH,MONTGOMERY            ,45429,39.6886,-84.145,99ASNTI
45366 4401 KIRK ROAD AUSTINTOWN OH 44515,45366,Speedway ,445992,3696,4401 KIRK ROAD           ,AUSTINTOWN,OH,MAHONING              ,44515,41.0685,-80.7328,999QP6H
46163 4797 WEST BROAD STREET COLUMBUS OH 43228,46163,Speedway ,202207,1174,4797 WEST BROAD STREET   ,COLUMBUS,OH,FRANKLIN              ,43228,39.95176,-83.1288,999L9ZU
45225 595 WEST CENTRAL AVENUE SPRINGBORO OH 45066,45225,Speedway ,235053,1191,595 WEST CENTRAL AVENUE  ,SPRINGBORO,OH,WARREN                ,45066,39.56154,-84.25504,99AQOSG
45632 821 E DUBLIN GRANVILLE RD COLUMBUS OH 43229,45632,Speedway ,60469,9775,821 E DUBLIN GRANVILLE RD,COLUMBUS,OH,FRANKLIN              ,43229,40.0875,-82.9969,99B3UVY
45427 799 NORTH WILSON ROAD COLUMBUS OH 43204,45427,Speedway ,442757,5284,799 NORTH WILSON ROAD    ,COLUMBUS,OH,FRANKLIN              ,43204,39.9701,-83.0975,9999MX5
45224 1301 NORTH BARRON STREET EATON OH 45320,45224,Speedway ,235052,1190,1301 NORTH BARRON STREET ,EATON,OH,PREBLE                ,45320,39.7586,-84.6368,999QT16
45383 5161 DIXIE HIGHWAY FAIRFIELD OH 45014,45383,Speedway ,1449552,5010,5161 DIXIE HIGHWAY       ,FAIRFIELD,OH,BUTLER                ,45014,39.3392,-84.5341,99C549D
45187 1840 SOUTH LIMESTONE ST SPRINGFIELD OH 45505,45187,Speedway ,445965,1035,1840 SOUTH LIMESTONE ST  ,SPRINGFIELD,OH,CLARK                 ,45505,39.9028,-83.8106,99APG3R
45294 32760 LORAIN ROAD NORTH RIDGEVILLE OH 44039,45294,Speedway ,151418,3392,32760 LORAIN ROAD        ,NORTH RIDGEVILLE,OH,LORAIN                ,44039,41.3832,-81.9798,999QQBP
45346 3315 MAHONING ROAD NE CANTON OH 44705,45346,Speedway ,151438,3653,3315 MAHONING ROAD NE    ,CANTON,OH,STARK                 ,44705,40.8186,-81.3277,99AWKT2
45551 2775 BRICE ROAD COLUMBUS OH 43068,45551,Speedway ,480245,9270,2775 BRICE ROAD          ,COLUMBUS,OH,FRANKLIN              ,43068,39.923,-82.8307,
45440 1459 NORTH HIGH STREET HILLSBORO OH 45133,45440,Speedway ,515197,5413,1459 NORTH HIGH STREET   ,HILLSBORO,OH,HIGHLAND              ,45133,39.2287,-83.6108,999BPM3
45303 11044 KINSMAN ROAD NEWBURY OH 44065,45303,Speedway ,218097,3512,11044 KINSMAN ROAD       ,NEWBURY,OH,GEAUGA                ,44065,41.4634,-81.2446,999QPS1
45479 987 W STATE ST TRENTON OH 45067,45479,Speedway ,938260,8019,987 W STATE ST           ,TRENTON,OH,BUTLER                ,45067,39.4805,-84.4767,99CF7SB
45528 1394 ASHLAND ROAD MANSFIELD OH 44905,45528,Speedway ,322645,9190,1394 ASHLAND ROAD        ,MANSFIELD,OH,RICHLAND              ,44905,40.7831,-82.4632,999QSPW
45522 2026 BAILEY ROAD CUYAHOGA FALLS OH 44221,45522,Speedway ,446302,9178,2026 BAILEY ROAD         ,CUYAHOGA FALLS,OH,SUMMIT                ,44221,41.1338,-81.4671,9999MYA
45634 1298 WEST HUNTER STREET LOGAN OH 43138,45634,Speedway ,322601,9925,1298 WEST HUNTER STREET  ,LOGAN,OH,HOCKING               ,43138,39.5436,-82.4267,999BPHZ
45189 3760 MAIN STREET HILLIARD OH 43026,45189,Speedway ,202175,1041,3760 MAIN STREET         ,HILLIARD,OH,FRANKLIN              ,43026,40.02808,-83.16037,999QRRH
45357 765 DARROW ROAD AKRON OH 44305,45357,Speedway ,218147,3681,765 DARROW ROAD          ,AKRON,OH,SUMMIT                ,44305,41.0844,-81.4414,999BPLM
45328 4630 ELIDA ROAD ELIDA OH 45807,45328,Speedway ,151424,3617,4630 ELIDA ROAD          ,ELIDA,OH,ALLEN                 ,45807,40.78178,-84.18872,999BPNX
45516 201 NORTH 3RD STREET STEUBENVILLE OH 43952,45516,Speedway ,247251,9167,201 NORTH 3RD STREET     ,STEUBENVILLE,OH,JEFFERSON             ,43952,40.36153,-80.61305,999QR9N
45338 3903 MOGADORE ROAD MOGADORE OH 44260,45338,Speedway ,151457,3635,3903 MOGADORE ROAD       ,MOGADORE,OH,SUMMIT                ,44260,41.0512,-81.3936,999QPTQ
45449 100 MORRIS CROSSING NEWCOMERSTOWN OH 43832,45449,Speedway ,1672572,6240,100 MORRIS CROSSING      ,NEWCOMERSTOWN,OH,TUSCARAWAS            ,43832,40.28664,-81.56759,99BWGL9
46337 1190 NORTH COURT STREET CIRCLEVILLE OH 43113,46337,Speedway ,975999,3737,1190 NORTH COURT STREET  ,CIRCLEVILLE,OH,PICKAWAY              ,43113,39.6205,-82.9398,9999MTE
45233 738 NORTH DETROIT STREET XENIA OH 45385,45233,Speedway ,151377,1201,738 NORTH DETROIT STREET ,XENIA,OH,GREENE                ,45385,39.6952,-83.9319,999QSSK
45197 1321 PARK AVENUE WEST MANSFIELD OH 44906,45197,Speedway ,151356,1099,1321 PARK AVENUE WEST    ,MANSFIELD,OH,RICHLAND              ,44906,40.759,-82.5632,999X3TP
45443 3750 W DUBLIN GRANVILLE DUBLIN OH 43017,45443,Speedway ,445083,5480,3750 W DUBLIN GRANVILLE  ,DUBLIN,OH,FRANKLIN              ,43017,40.0975,-83.0921,999QSQO
45446 4985 NAVARRE ROAD SW CANTON OH 44706,45446,Speedway ,410992,6236,4985 NAVARRE ROAD SW     ,CANTON,OH,STARK                 ,44706,40.7668,-81.4469,99BNAIM
45391 5010 OLIVE ROAD TROTWOOD OH 45426,45391,Speedway ,446082,5089,5010 OLIVE ROAD          ,TROTWOOD,OH,MONTGOMERY            ,45426,39.8188,-84.2928,999BPM1
46330 7353 NORTH AURORA ROAD AURORA OH 44202,46330,Speedway ,218188,3510,7353 NORTH AURORA ROAD   ,AURORA,OH,PORTAGE               ,44202,41.3488,-81.3794,9999MXV
45603 8378 WINTON ROAD CINCINNATI OH 45231,45603,Speedway ,272847,9610,8378 WINTON ROAD         ,CINCINNATI,OH,HAMILTON              ,45231,39.2193,-84.5178,999QRAG
45611 1350 SWEITZER STREET GREENVILLE OH 45331,45611,Speedway ,306842,9654,1350 SWEITZER STREET     ,GREENVILLE,OH,DARKE                 ,45331,40.0802,-84.6341,999QRB4
45262 3070 MORSE ROAD COLUMBUS OH 43231,45262,Speedway ,7235738,1804,3070 MORSE ROAD          ,COLUMBUS,OH,FRANKLIN              ,43231,40.0595,-82.93776,99CJ2NV
45400 1515 NORTH MAIN AVENUE SIDNEY OH 45365,45400,Speedway ,445911,5135,1515 NORTH MAIN AVENUE   ,SIDNEY,OH,SHELBY                ,45365,40.3025,-84.1557,999BPM7
45555 119 STATE ROUTE 7 PROCTORVILLE OH 45669,45555,Speedway ,702384,9286,119 STATE ROUTE 7        ,PROCTORVILLE,OH,LAWRENCE              ,45669,38.4386,-82.3851,999HZ0T
45573 3135 BROADWAY GROVE CITY OH 43123,45573,Speedway ,802687,9347,3135 BROADWAY            ,GROVE CITY,OH,FRANKLIN              ,43123,39.9,-83.0791,99ASJRK
